gaze_x,gaze_y
1742960634.666646,0.16906356066465378,0.9476392567157745
1742960634.683061,0.17820380628108978,0.9338586330413818
1742960634.700207,0.18053337186574936,0.9324312508106232
1742960634.716553,0.18088792264461517,0.9339644312858582
1742960634.739788,0.1857297420501709,0.9358009099960327
1742960634.749517,0.18340633064508438,0.9484574496746063
1742960634.8001652,0.18388482183218002,0.9338873028755188
1742960634.8167439,0.19023685902357101,0.9389099776744843
1742960634.833714,0.18675775825977325,0.9351089596748352
1742960634.850472,0.1894277259707451,0.9350394010543823
1742960634.867085,0.19352282583713531,0.9392053782939911
1742960634.89168,0.19218045473098755,0.9342299401760101
1742960634.9014752,0.1902344971895218,0.9370722770690918
1742960635.037322,0.19435413926839828,0.9434313476085663
1742960635.037631,0.1979980319738388,0.9392958581447601
1742960635.0388281,0.19912591576576233,0.9390648603439331
1742960635.039096,0.1973622664809227,0.9371683895587921
1742960635.0393128,0.1962151825428009,0.9321598708629608
1742960635.039513,0.19536927342414856,0.9306227564811707
1742960635.041486,0.1972050666809082,0.9353570640087128
1742960635.041887,0.19896753132343292,0.937495768070221
1742960635.065289,0.1975690871477127,0.9352597892284393
1742960635.0721889,0.20082354545593262,0.9354843497276306
1742960635.0830028,0.20218094438314438,0.9321686923503876
1742960635.09989,0.19674815982580185,0.9343363046646118
1742960635.116417,0.19490020722150803,0.938759833574295
1742960635.13314,0.19607575237751007,0.9352765083312988
1742960635.1504278,0.19818325340747833,0.9352399706840515
1742960635.166821,0.18999021500349045,0.9381127655506134
1742960635.18335,0.19062332063913345,0.9357034265995026
1742960635.1990159,0.2022669017314911,0.9320346117019653
1742960635.216807,0.19069956243038177,0.9326225519180298
1742960635.232756,0.1886161044239998,0.9356858730316162
1742960635.2496588,0.1897536814212799,0.9309908449649811
1742960635.266311,0.18256238847970963,0.9283987283706665
1742960635.283357,0.18536720424890518,0.9366987943649292
1742960635.2999098,0.18755924701690674,0.9388474225997925
1742960635.31675,0.18998128920793533,0.93698650598526
1742960635.333341,0.19361680001020432,0.93477463722229
1742960635.350164,0.1897474303841591,0.9320237934589386
1742960635.36658,0.18906529992818832,0.924546092748642
1742960635.382667,0.1818840578198433,0.9220933020114899
1742960635.41642,0.20675324648618698,0.9531038701534271
1742960635.4330618,0.19548971205949783,0.9548023045063019
1742960635.450473,0.196972094476223,0.9538577497005463
1742960635.4663649,0.20501668006181717,0.9551423192024231
1742960635.483186,0.20629474520683289,0.9579261839389801
1742960635.4999502,0.19733844697475433,0.9566808938980103
1742960635.5164459,0.18647721409797668,0.9605520069599152
1742960635.550078,0.20053505897521973,0.962331622838974
1742960635.56625,0.19312942773103714,0.9566124379634857
1742960635.583067,0.19441398233175278,0.95309779047966
1742960635.72297,0.20177772641181946,0.9555046558380127
1742960635.7235682,0.20169059187173843,0.9582065939903259
1742960635.723972,0.2137657329440117,0.9563303887844086
1742960635.725346,0.2587878704071045,0.9425563514232635
1742960635.7256918,0.2598353922367096,0.9468526542186737
1742960635.726173,0.2597140520811081,0.944711834192276
1742960635.726461,0.2697877436876297,0.9419406950473785
1742960635.726898,0.27005472779273987,0.9407426118850708
1742960635.734727,0.2678220123052597,0.9431096315383911
1742960635.7495391,0.26973098516464233,0.9427745938301086
1742960635.817914,0.2665039896965027,0.9423221945762634
1742960635.8184252,0.26756756007671356,0.9418641626834869
1742960635.818934,0.27873677015304565,0.9441766440868378
1742960635.8191738,0.2749771326780319,0.9438796639442444
1742960635.83996,0.27638719975948334,0.9450564086437225
1742960635.848611,0.27490486204624176,0.9452956020832062
1742960635.864845,0.2613171190023422,0.933286041021347
1742960636.2807648,0.22134532779455185,1.3983125686645508
1742960636.297812,0.22134532779455185,1.3983125686645508
1742960636.497086,0.3359745889902115,0.8522467613220215
1742960636.514334,0.3032482862472534,0.8736054003238678
1742960636.5310771,0.24701613187789917,0.9179661870002747
1742960636.547696,0.23686888068914413,0.8716017305850983
1742960636.563961,0.23686888068914413,0.8716017305850983
1742960636.5810719,0.23730450123548508,0.858411431312561
1742960636.596799,0.23730450123548508,0.858411431312561
1742960636.664474,0.322255402803421,0.9495415389537811
1742960636.665022,0.322255402803421,0.9495415389537811
1742960636.681005,0.28244882822036743,0.9371292889118195
1742960636.681346,0.28244882822036743,0.9371292889118195
1742960636.6999428,0.24837232381105423,0.9264126420021057
1742960636.699987,0.24837232381105423,0.9264126420021057
1742960636.7146711,0.24333442002534866,0.9226086437702179
1742960636.714986,0.24333442002534866,0.9226086437702179
1742960636.731149,0.2549988105893135,0.9285953044891357
1742960636.7311502,0.2549988105893135,0.9285953044891357
1742960636.7473888,0.2449515089392662,0.9282179176807404
1742960636.7473888,0.2449515089392662,0.9282179176807404
1742960636.763746,0.22774815559387207,0.920037180185318
1742960636.763746,0.22774815559387207,0.920037180185318
1742960636.780812,0.2339378297328949,0.9203440248966217
1742960636.780824,0.2339378297328949,0.9203440248966217
1742960636.797578,0.2419838309288025,0.9262502491474152
1742960636.797586,0.2419838309288025,0.9262502491474152
1742960636.8139808,0.24036341905593872,0.9287629723548889
1742960636.8139808,0.24036341905593872,0.9287629723548889
1742960636.830726,0.23611383885145187,0.922018826007843
1742960636.830726,0.23611383885145187,0.922018826007843
1742960636.847657,0.2356969639658928,0.9299042820930481
1742960636.847657,0.2356969639658928,0.9299042820930481
1742960636.864085,0.24071016907691956,0.9323740601539612
1742960636.864085,0.24071016907691956,0.9323740601539612
1742960636.8808372,0.2362983226776123,0.9278160631656647
1742960636.8808372,0.2362983226776123,0.9278160631656647
1742960636.8974552,0.22398389130830765,0.9225282371044159
1742960636.897469,0.22398389130830765,0.9225282371044159
1742960636.9139252,0.2265847697854042,0.9199593961238861
1742960636.9139252,0.2265847697854042,0.9199593961238861
1742960636.93085,0.23059019446372986,0.9293723106384277
1742960636.93085,0.23059019446372986,0.9293723106384277
1742960636.9476259,0.22597430646419525,0.9292530715465546
1742960636.9476402,0.22597430646419525,0.9292530715465546
1742960636.963885,0.22312700003385544,0.921706348657608
1742960636.963882,0.22312700003385544,0.921706348657608
1742960636.981175,0.22445286810398102,0.9184340536594391
1742960636.98118,0.22445286810398102,0.9184340536594391
1742960636.9971468,0.22261612117290497,0.9224883019924164
1742960636.997134,0.22261612117290497,0.9224883019924164
1742960637.014001,0.22057636082172394,0.9244800209999084
1742960637.014338,0.22057636082172394,0.9244800209999084
1742960637.030537,0.22239624708890915,0.925663948059082
1742960637.030575,0.22239624708890915,0.925663948059082
1742960637.0476549,0.22326846420764923,0.9300162494182587
1742960637.048803,0.22326846420764923,0.9300162494182587
1742960637.0679638,0.22162026166915894,0.9290523827075958
1742960637.068243,0.22162026166915894,0.9290523827075958
1742960637.081033,0.22303324937820435,0.9229340851306915
1742960637.0810602,0.22303324937820435,0.9229340851306915
1742960637.0984,0.21756450086832047,0.9116967618465424
1742960637.0983942,0.21756450086832047,0.9116967618465424
1742960637.11486,0.2154521644115448,0.9165374040603638
1742960637.114862,0.2154521644115448,0.9165374040603638
1742960637.13376,0.2220020592212677,0.9172692596912384
1742960637.133767,0.2220020592212677,0.9172692596912384
1742960637.147017,0.23231641203165054,0.922730028629303
1742960637.147017,0.23231641203165054,0.922730028629303
1742960637.163583,0.228270024061203,0.9187434613704681
1742960637.163583,0.228270024061203,0.9187434613704681
1742960637.180397,0.22623459249734879,0.9150393307209015
1742960637.1804118,0.22623459249734879,0.9150393307209015
1742960637.197068,0.2323104292154312,0.9286631047725677
1742960637.197068,0.2323104292154312,0.9286631047725677
1742960637.213731,0.23314504325389862,0.9292095899581909
1742960637.2137332,0.23314504325389862,0.9292095899581909
1742960637.230331,0.23070205003023148,0.9253154098987579
1742960637.230331,0.23070205003023148,0.9253154098987579
1742960637.247193,0.23037943989038467,0.9236822128295898
1742960637.247193,0.23037943989038467,0.9236822128295898
1742960637.264231,0.2348705679178238,0.933536559343338
1742960637.264231,0.2348705679178238,0.933536559343338
1742960637.280425,0.2359720841050148,0.93425452709198
1742960637.280425,0.2359720841050148,0.93425452709198
1742960637.296997,0.2336440533399582,0.9312529861927032
1742960637.29706,0.2336440533399582,0.9312529861927032
1742960637.314209,0.23288975656032562,0.9313564300537109
1742960637.314209,0.23288975656032562,0.9313564300537109
1742960637.330488,0.23298630118370056,0.9330388903617859
1742960637.330488,0.23298630118370056,0.9330388903617859
1742960637.3472269,0.23326338827610016,0.9308251440525055
1742960637.3472269,0.23326338827610016,0.9308251440525055
1742960637.363827,0.23551367223262787,0.9245297908782959
1742960637.363827,0.23551367223262787,0.9245297908782959
1742960637.380209,0.23666763305664062,0.924223393201828
1742960637.380208,0.23666763305664062,0.924223393201828
1742960637.397104,0.22988290339708328,0.9294552803039551
1742960637.397104,0.22988290339708328,0.9294552803039551
1742960637.413748,0.22778454422950745,0.9282616078853607
1742960637.413748,0.22778454422950745,0.9282616078853607
1742960637.430462,0.23523148894309998,0.9312891364097595
1742960637.4305139,0.23523148894309998,0.9312891364097595
1742960637.446989,0.23560825735330582,0.9319113790988922
1742960637.447074,0.23560825735330582,0.9319113790988922
1742960637.463815,0.23538968712091446,0.930081695318222
1742960637.463815,0.23538968712091446,0.930081695318222
1742960637.480636,0.23656754195690155,0.9299123585224152
1742960637.481555,0.23656754195690155,0.9299123585224152
1742960637.4972951,0.23937448859214783,0.9270085096359253
1742960637.497299,0.23937448859214783,0.9270085096359253
1742960637.513348,0.24033470451831818,0.9293751120567322
1742960637.513348,0.24033470451831818,0.9293751120567322
1742960637.529753,0.236062191426754,0.9198964536190033
1742960637.529753,0.236062191426754,0.9198964536190033
1742960637.546983,0.23578808456659317,0.9123177826404572
1742960637.5471191,0.23578808456659317,0.9123177826404572
1742960637.5638258,0.2357921153306961,0.9159610867500305
1742960637.5638359,0.2357921153306961,0.9159610867500305
1742960637.5798159,0.23380301892757416,0.9136892855167389
1742960637.5798159,0.23380301892757416,0.9136892855167389
1742960637.596745,0.23585588485002518,0.923022449016571
1742960637.596745,0.23585588485002518,0.923022449016571
1742960637.613224,0.23653732240200043,0.924955815076828
1742960637.613224,0.23653732240200043,0.924955815076828
1742960637.629996,0.23563265800476074,0.9237735569477081
1742960637.629996,0.23563265800476074,0.9237735569477081
1742960637.647975,0.2379073202610016,0.9247477054595947
1742960637.6480398,0.2379073202610016,0.9247477054595947
1742960637.663667,0.23841562867164612,0.9189433455467224
1742960637.6642728,0.23841562867164612,0.9189433455467224
1742960637.680037,0.23648738861083984,0.9163405895233154
1742960637.680037,0.23648738861083984,0.9163405895233154
1742960637.696807,0.2376060038805008,0.9180851876735687
1742960637.696807,0.2376060038805008,0.9180851876735687
1742960637.71377,0.23638875782489777,0.9229713380336761
1742960637.713755,0.23638875782489777,0.9229713380336761
1742960637.730159,0.23115933686494827,0.921987384557724
1742960637.730158,0.23115933686494827,0.921987384557724
1742960637.74703,0.2326008528470993,0.9191333949565887
1742960637.7470899,0.2326008528470993,0.9191333949565887
1742960637.7643788,0.2360377535223961,0.9168922305107117
1742960637.7643788,0.2360377535223961,0.9168922305107117
1742960637.927552,0.23589453846216202,0.9169045388698578
1742960637.927626,0.23589453846216202,0.9169045388698578
1742960637.928191,0.238314688205719,0.9176650941371918
1742960637.928236,0.238314688205719,0.9176650941371918
1742960637.9286149,0.23700837045907974,0.9141612648963928
1742960637.928597,0.23700837045907974,0.9141612648963928
1742960637.929353,0.23686527460813522,0.918297529220581
1742960637.929518,0.23686527460813522,0.918297529220581
1742960637.940634,0.23708201199769974,0.9253475069999695
1742960637.940633,0.23708201199769974,0.9253475069999695
1742960637.97402,0.23966488987207413,0.9284374713897705
1742960637.974039,0.23966488987207413,0.9284374713897705
1742960637.9743009,0.2408219799399376,0.9245022237300873
1742960637.974377,0.2408219799399376,0.9245022237300873
1742960637.974483,0.23801464587450027,0.9215835630893707
1742960637.9746501,0.23801464587450027,0.9215835630893707
1742960637.974741,0.23901380598545074,0.921513557434082
1742960637.974821,0.23901380598545074,0.921513557434082
1742960637.975051,0.239199198782444,0.9196643233299255
1742960637.975086,0.239199198782444,0.9196643233299255
1742960637.975222,0.23779768496751785,0.9181813597679138
1742960637.9752698,0.23779768496751785,0.9181813597679138
1742960637.975471,0.23693227022886276,0.91426020860672
1742960637.9755468,0.23693227022886276,0.91426020860672
1742960637.980007,0.2376464456319809,0.910655677318573
1742960637.980007,0.2376464456319809,0.910655677318573
1742960637.9967139,0.234907329082489,0.916222482919693
1742960637.9967139,0.234907329082489,0.916222482919693
1742960638.013002,0.235576331615448,0.9179000854492188
1742960638.013002,0.235576331615448,0.9179000854492188
1742960638.029786,0.2367018312215805,0.9103206694126129
1742960638.029786,0.2367018312215805,0.9103206694126129
1742960638.04684,0.23825464397668839,0.921146422624588
1742960638.04684,0.23825464397668839,0.921146422624588
1742960638.063145,0.2395772710442543,0.9223092496395111
1742960638.063144,0.2395772710442543,0.9223092496395111
1742960638.079912,0.23674021661281586,0.9235332608222961
1742960638.079912,0.23674021661281586,0.9235332608222961
1742960638.0964549,0.23345141112804413,0.9206651449203491
1742960638.0964649,0.23345141112804413,0.9206651449203491
1742960638.1134028,0.23686255514621735,0.9097900986671448
1742960638.1134028,0.23686255514621735,0.9097900986671448
1742960638.130034,0.24866312742233276,0.9153300821781158
1742960638.130034,0.24866312742233276,0.9153300821781158
1742960638.146685,0.2464454397559166,0.9123879671096802
1742960638.1466858,0.2464454397559166,0.9123879671096802
1742960638.1631649,0.2417743131518364,0.9122007489204407
1742960638.1631649,0.2417743131518364,0.9122007489204407
1742960638.180316,0.24408000707626343,0.9146266877651215
1742960638.1803799,0.24408000707626343,0.9146266877651215
1742960638.1964102,0.24227264523506165,0.9141745865345001
1742960638.1964102,0.24227264523506165,0.9141745865345001
1742960638.213186,0.242405466735363,0.9150463938713074
1742960638.213186,0.242405466735363,0.9150463938713074
1742960638.2300239,0.24720866978168488,0.9216076135635376
1742960638.2300239,0.24720866978168488,0.9216076135635376
1742960638.246436,0.24470679461956024,0.9213915467262268
1742960638.246436,0.24470679461956024,0.9213915467262268
1742960638.2631621,0.23777854442596436,0.9155330955982208
1742960638.2631621,0.23777854442596436,0.9155330955982208
1742960638.279844,0.2403043583035469,0.9153054356575012
1742960638.279844,0.2403043583035469,0.9153054356575012
1742960638.2963269,0.24142269045114517,0.9170318245887756
1742960638.2963269,0.24142269045114517,0.9170318245887756
1742960638.3130639,0.2389107644557953,0.9179278612136841
1742960638.313065,0.2389107644557953,0.9179278612136841
1742960638.3300412,0.23288937658071518,0.9124850332736969
1742960638.330144,0.23288937658071518,0.9124850332736969
1742960638.3462558,0.23441073298454285,0.9110013544559479
1742960638.3462558,0.23441073298454285,0.9110013544559479
1742960638.3633668,0.23876316100358963,0.9176560640335083
1742960638.3633668,0.23876316100358963,0.9176560640335083
1742960638.3795378,0.2380300611257553,0.9222202301025391
1742960638.3795378,0.2380300611257553,0.9222202301025391
1742960638.396329,0.24012400954961777,0.9263208210468292
1742960638.396329,0.24012400954961777,0.9263208210468292
1742960638.412853,0.23999756574630737,0.9260395765304565
1742960638.412853,0.23999756574630737,0.9260395765304565
1742960638.429812,0.23971664160490036,0.9240230023860931
1742960638.429811,0.23971664160490036,0.9240230023860931
1742960638.446205,0.24199076741933823,0.9223904609680176
1742960638.446205,0.24199076741933823,0.9223904609680176
1742960638.463084,0.2485394850373268,0.9289233982563019
1742960638.463187,0.2485394850373268,0.9289233982563019
1742960638.4795809,0.2500936836004257,0.9257072806358337
1742960638.479588,0.2500936836004257,0.9257072806358337
1742960638.4959621,0.23887863755226135,0.9111308753490448
1742960638.496382,0.23887863755226135,0.9111308753490448
1742960638.512573,0.2380492314696312,0.9129795730113983
1742960638.512573,0.2380492314696312,0.9129795730113983
1742960638.529817,0.2459247037768364,0.9242740869522095
1742960638.529817,0.2459247037768364,0.9242740869522095
1742960638.546187,0.246680349111557,0.9234306514263153
1742960638.546187,0.246680349111557,0.9234306514263153
1742960638.563206,0.24403586238622665,0.9175702333450317
1742960638.5634098,0.24403586238622665,0.9175702333450317
1742960638.579652,0.24341558665037155,0.9179883897304535
1742960638.579662,0.24341558665037155,0.9179883897304535
1742960638.596334,0.2572020888328552,0.9179353713989258
1742960638.596361,0.2572020888328552,0.9179353713989258
1742960638.612758,0.2580735683441162,0.917276918888092
1742960638.612758,0.2580735683441162,0.917276918888092
1742960638.629544,0.24666833877563477,0.9172701835632324
1742960638.6295419,0.24666833877563477,0.9172701835632324
1742960638.645972,0.24629688262939453,0.919599860906601
1742960638.645972,0.24629688262939453,0.919599860906601
1742960638.663075,0.24990999698638916,0.9259845912456512
1742960638.6631129,0.24990999698638916,0.9259845912456512
1742960638.679551,0.2474486380815506,0.9261003136634827
1742960638.6796238,0.2474486380815506,0.9261003136634827
1742960638.6961138,0.24107138812541962,0.9226008355617523
1742960638.6961138,0.24107138812541962,0.9226008355617523
1742960638.7126799,0.24277985095977783,0.9209462702274323
1742960638.7126799,0.24277985095977783,0.9209462702274323
1742960638.729695,0.2516307756304741,0.9212144315242767
1742960638.729695,0.2516307756304741,0.9212144315242767
1742960638.745926,0.24351796507835388,0.9232473969459534
1742960638.7459252,0.24351796507835388,0.9232473969459534
1742960638.7628329,0.21269545704126358,0.9279805123806
1742960638.7628438,0.21269545704126358,0.9279805123806
1742960638.779457,0.20197312533855438,0.9379168450832367
1742960638.779456,0.20197312533855438,0.9379168450832367
1742960638.7959208,0.20765040814876556,0.940818578004837
1742960638.7959208,0.20765040814876556,0.940818578004837
1742960638.8129249,0.2047487199306488,0.9356663823127747
1742960638.8129249,0.2047487199306488,0.9356663823127747
